,time,p_loss,v_loss,steps
0,0.0,-0.9396700263023376,0.8153929710388184,11
1,0.35478,-0.8417589068412781,0.623591959476471,17
2,0.78595,-0.8258196115493774,0.5429683923721313,19
3,1.05047,-0.7225536704063416,0.44805359840393066,12
4,1.32261,-0.6429060697555542,0.34274014830589294,11
5,1.73142,-0.7425032258033752,0.48067644238471985,16
6,2.41962,-0.4238758683204651,0.1525373011827469,9
7,2.85661,-0.545639157295227,0.20081280171871185,14
8,3.2571,-0.4359353184700012,0.12128505110740662,19
9,3.60323,-0.5565158128738403,0.2268080711364746,17
10,4.38717,-0.615678608417511,0.2596791088581085,28
11,4.85017,-0.31506744027137756,0.05560403689742088,14
12,5.05405,0.015565173700451851,0.0028416672721505165,10
13,5.26535,0.07458341866731644,0.017213553190231323,10
14,5.59659,0.13375647366046906,0.059476591646671295,16
15,5.90366,-0.2430126816034317,0.034328509122133255,15
16,6.19411,0.3039238750934601,0.16579578816890717,14
17,6.78331,-0.3751554787158966,0.04418103024363518,29
18,7.09379,0.5550382733345032,0.4813128709793091,15
19,7.43987,0.8872278332710266,1.1289634704589844,17
20,7.81417,0.16966259479522705,0.07373625785112381,18
21,8.54449,1.2769219875335693,3.008729934692383,34
22,9.03232,1.3715342283248901,2.914794921875,23
23,9.34808,0.5682480335235596,0.41283753514289856,15
24,9.55379,1.6772921085357666,3.069396495819092,10
25,11.138,0.9144073724746704,3.07265043258667,53
26,11.66681,2.765328884124756,8.561984062194824,19
27,11.97511,3.106635093688965,10.288243293762207,15
28,12.65637,2.0995514392852783,4.453066825866699,8
29,13.1175,2.8958170413970947,8.883197784423828,16
30,13.42474,1.423317313194275,2.1986584663391113,15
31,14.13452,2.3416807651519775,7.385347843170166,35
32,15.34318,2.1431190967559814,6.910558700561523,37
33,16.76594,2.1003971099853516,6.508283615112305,36
34,17.52545,6.278998374938965,44.98036193847656,29
35,17.77984,6.080986976623535,36.45991134643555,12
36,18.21483,2.7411482334136963,8.2040376663208,21
37,19.3792,4.161635398864746,21.21256446838379,31
38,19.8126,4.213551998138428,18.310239791870117,14
39,20.17596,6.376880168914795,42.12743377685547,17
40,20.63965,4.349060535430908,20.704570770263672,22
41,20.94901,5.234374046325684,28.50737762451172,15
42,21.18574,6.754977703094482,45.40330123901367,11
43,21.55407,3.3999361991882324,12.025042533874512,16
44,21.76446,5.115714073181152,26.486242294311523,10
45,22.02064,7.610660076141357,58.332061767578125,12
46,22.28229,8.058991432189941,63.9632453918457,13
47,22.69961,8.14281177520752,65.76316833496094,17
48,23.40266,6.586317539215088,48.611419677734375,31
49,23.59824,6.800253868103027,45.835453033447266,9
50,24.15263,4.141903877258301,19.24951934814453,27
51,24.4449,6.334996223449707,40.844154357910156,14
52,24.68833,7.906432628631592,61.603145599365234,12
53,25.2204,4.095391750335693,19.041934967041016,27
54,25.82351,6.355954647064209,45.936344146728516,30
55,26.21871,5.545632839202881,31.644664764404297,18
56,26.54589,7.676033973693848,59.95215606689453,15
57,26.7509,10.257208824157715,103.89437103271484,10
58,26.99166,10.233996391296387,99.21463012695312,12
59,27.23443,7.014556884765625,47.19183349609375,12
60,27.60259,5.349699020385742,29.064327239990234,17
61,28.96188,6.595129489898682,55.28189468383789,39
62,29.44136,8.42042350769043,72.36328887939453,15
63,30.90947,6.002431869506836,50.46074676513672,45
64,32.62074,6.879593372344971,68.54116821289062,52
65,33.06929,7.517995834350586,56.505218505859375,13
66,33.36883,12.514839172363281,153.57081604003906,14
67,33.77691,9.083049774169922,80.82975006103516,18
68,34.23679,7.4772186279296875,57.443763732910156,22
69,34.95909,11.025574684143066,135.951904296875,34
70,36.65686,9.35794448852539,116.36376953125,57
71,37.26613,12.937803268432617,164.4897918701172,21
72,37.78257,9.713120460510254,90.34910583496094,25
73,39.75559,10.43631649017334,150.47662353515625,67
74,40.33592,12.524636268615723,149.37986755371094,20
75,40.83844,18.31082534790039,322.1589050292969,24
76,41.39467,14.014086723327637,186.3172607421875,27
77,41.84667,14.745041847229004,207.72483825683594,22
78,42.21983,13.434786796569824,172.58447265625,17
79,42.54768,16.467050552368164,259.6632995605469,16
80,42.79779,14.86786937713623,211.22024536132812,12
81,45.40103,14.866070747375488,364.058837890625,100
82,46.13088,17.667024612426758,306.925537109375,27
83,46.8888,16.520641326904297,263.4367370605469,37
84,48.09191,14.821435928344727,257.0263977050781,58
85,48.56952,19.581743240356445,368.8580322265625,23
86,48.90076,15.697068214416504,241.7129669189453,16
87,50.29466,16.636022567749023,270.259521484375,41
88,51.01432,17.74774932861328,309.1748352050781,25
89,51.9718,17.471084594726562,306.7367248535156,45
90,52.41076,14.481499671936035,202.08322143554688,20
91,53.04127,18.235736846923828,331.761962890625,30
92,53.51669,16.02770233154297,250.27806091308594,22
93,54.72414,13.990311622619629,224.37698364257812,57
94,55.31596,16.710832595825195,275.58282470703125,27
95,56.32355,14.535011291503906,218.817626953125,45
96,57.86077,18.40849494934082,346.4768981933594,50
97,58.55402,16.567550659179688,266.8163757324219,23
98,59.0728,15.720211029052734,240.2646026611328,24
99,59.41249,17.353010177612305,290.263427734375,15
100,59.78731,15.488763809204102,226.0067138671875,17
101,60.35127,14.517240524291992,204.1589813232422,26
102,60.58485,14.60297679901123,207.1276092529297,11
103,61.05938,16.100065231323242,240.96432495117188,22
104,61.44734,13.974495887756348,186.04229736328125,18
105,62.91541,13.458681106567383,194.73536682128906,46
106,63.63515,13.992046356201172,190.51055908203125,25
107,64.83545,15.439590454101562,260.95556640625,57
108,66.18263,16.353477478027344,274.10888671875,40
